Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018)
9.931292967864639e-08,0.002021098814583378,1.6241321387873627e-12,5.449251809284404e-09,4.6733753947030595e-12,4.7637543428096675e-08,5.7634382106144988e-06,4.3191013144663909e-06,2.5340602687814862e-26,9.1838840079089208e-28,3.7914760161526931e-20,1.0742955934073308e-13,1.5933427329102762e-18,4.5968969289279126e-12,9.2009104671401953e-13,6.8357969582137072e-20,3.1557582629503263e-18,8.3745960202411319e-15,2.4449416829295876e-15,9.6166134550919876e-24,4.5721487654192065e-14,6.1765696709457544e-22,3.7869174807620738e-13,7.1967007410183242e-15,1.6555966280526005e-05,1.0352415376856164e-12,1.0338179743144595e-11,8.9171734033979614e-08,1.1483064517454078e-33,1.2869576472541435e-22,7.9248417194922205e-13,1.0331234036029375e-14,3.2724971794929098e-22,0.88129999999999997,0.0,0.0,0.0,0.0089999144975677191,0.10864706612902131,0.00010000001710035533,3.163526031310214e-05,0.00027199327606811801,0.0001579882620963772,1.9069583754436063e-10,7.3846719751544861e-05,3.8021034524213191e-10,1.2569205515316238e-06,1.216090352237928e-12,1.3736476375001964e-14,7.0570375717559736e-05,6.6177921143286255e-05,2.7925421431541819e-05,0.00013612422106693722,5.8458978196342675e-14,1.2164968799410456e-09,1.0001202124227439e-12,1.031697457620395e-08,3.5777621790358893e-05,6.0038700111376332e-08,1.9275743896076288e-08,5.4259703101585122e-09,5.3949937167368641e-09,2.5620790827896422e-08,6.2781433363458576e-08,1.5272810736286206e-05,9.1764023207208907e-09,5.950548057829528e-09,5.6696666793872755e-14,1.2680420294429803e-06,5.7103202313616447e-13,2.0028927673263472e-09,3.7182760164426537e-09,9.382901574822298e-12,1.5979905422132803e-10,2.8800304501904401e-08,3.320368556571982e-11,2.3643194936232771e-11,8.300975152854795e-11,3.0294484790471297e-17,1.7471801425790858e-10,8.152363727002164e-11,1.9312402665198403e-18,3.7968582757266809e-14,1.0990498641876822e-18,1.1644335359787104e-13,4.5573489163788855e-10,1.9611770117758798e-10,9.3193673935727016e-16,7.611589395285484e-11,1.0724223392961037e-15,2.0200528198812386e-15,6.997391316051958e-09,1.4621093052752262e-11,6.512098620308737e-16,7.3188861289983265e-18,4.9911522519057383e-15,2.8547709603254116e-11,2.2883522180068114e-11,2.1039326621986344e-15,2.3377056068040228e-17,8.5841948970792835e-14,7.6451558123408374e-18,1.1575164884020388e-16,7.4796289822862929e-20,1.7540290359860932e-13,6.82292539416585e-12,1.0162542858231062e-14,7.4225558900096243e-17,2.7506182543047268e-15
9.999999999999998e-08,0.0020210949475368686,1.6629093091759982e-12,5.5132605803805735e-09,4.6917229497597717e-12,4.845006361603092e-08,5.7943827041526827e-06,4.4006779471307529e-06,2.6901210231326635e-26,9.4030759489644383e-28,3.9612762951726025e-20,1.1058885951823486e-13,1.662959666992303e-18,4.716263186888166e-12,9.5549889516674358e-13,7.1931143908516738e-20,3.2963680907580811e-18,8.7100477500269925e-15,2.5688986840526599e-15,1.0152886414294163e-23,4.7425739362573715e-14,6.5881519129588732e-22,3.8929224028569427e-13,7.5354307012062923e-15,1.6738198681599311e-05,1.0471132291460033e-12,1.0536221406850656e-11,9.1535975931980487e-08,1.2273079310771088e-33,1.3864730391823672e-22,8.2088150197797755e-13,1.0819282576267397e-14,3.4185337775533289e-22,0.88129999999999997,0.0,0.0,0.0,0.0089941435598483045,0.10864575886302995,0.00010000001794512648,3.1830203654111639e-05,0.00027290630178554068,0.00015828613779259715,1.9133385533115443e-10,7.3985230468152081e-05,3.7997843421174105e-10,1.2611259965964585e-06,1.2183713140342318e-12,1.3782436317923091e-14,7.1618531780280039e-05,6.7192328786500863e-05,2.8109029382270002e-05,0.00013767795906059768,5.9353683853066516e-14,1.2352106486972134e-09,1.0149928051043065e-12,1.0476195539920524e-08,3.601415558542742e-05,6.1299616201460007e-08,1.9681909788879726e-08,5.5480305978349913e-09,5.5209576966752592e-09,2.6476975668203531e-08,6.2900786739544354e-08,1.5426784732101936e-05,9.2688129773376121e-09,6.0104734677678016e-09,5.6883678244882784e-14,1.2961483802024719e-06,5.9101062777847381e-13,2.0163584727360842e-09,3.8361078696086341e-09,9.4148683037512048e-12,1.6035411212528076e-10,2.9139506890846848e-08,3.3594381075123308e-11,2.3921395600465145e-11,8.3986645529127994e-11,3.0651003149352753e-17,1.800399687340048e-10,8.4008432782499123e-11,1.9901034050047151e-18,3.9125121034340997e-14,1.1325482980594009e-18,1.2026541339290328e-13,4.7071042687181796e-10,1.9873483768381417e-10,9.4436276798817584e-16,7.8989630351664745e-11,1.1129113863071462e-15,2.0469873032567533e-15,7.1252413545672067e-09,1.5130345699564938e-11,6.7388407427377236e-16,7.5738029236259667e-18,5.1649373312542655e-15,2.9728176148950003e-11,2.3998569778426871e-11,2.1512618314334153e-15,2.4516192065586234e-17,9.0643213274680195e-14,8.0726715232291613e-18,1.2222448648363728e-16,7.8979754525137025e-20,1.8360758384777339e-13,7.0378870045742077e-12,1.0645579699985452e-14,7.7773683736480841e-17,2.8964627285251772e-15
1.0061478318600704e-07,0.0020210949475368686,1.6983273918655812e-12,5.5707127407685413e-09,4.7080633516679208e-12,4.9181714219816959e-08,5.8217397930388825e-06,4.4742341034171925e-06,2.8367396257529697e-26,9.6169658983892963e-28,4.1185447565528146e-20,1.1346932774221262e-13,1.7273722104786988e-18,4.8251361476840659e-12,9.8811246449985971e-13,7.5264239622311355e-20,3.426650993154378e-18,9.0196351845796232e-15,2.6843100587772636e-15,1.0653735595017159e-23,4.8992161012868407e-14,6.9771016768994385e-22,3.9894388939923969e-13,7.849538373083339e-15,1.6901548370933629e-05,1.0577571891318489e-12,1.0715237104072139e-11,9.3686489381400946e-08,1.3020209018908312e-33,1.4812749126516822e-22,8.4694558571190524e-13,1.1271923097379304e-14,3.5538564451813046e-22,0.88129999999999997,0.0,0.0,0.0,0.0089889854896469199,0.10864458765970876,0.0001000000187289567,3.20043759229119e-05,0.00027371422045104223,0.00015854652362389139,1.9189838967314182e-10,7.4106288182300002e-05,3.7977115633362535e-10,1.2648470814543588e-06,1.2203648639045317e-12,1.3823102845491811e-14,7.2560532942563734e-05,6.8104916578857596e-05,2.8273213553034538e-05,0.00013907177437231296,6.015856617070729e-14,1.2520466300068639e-09,1.028359312635794e-12,1.0619349488119158e-08,3.6225681693578972e-05,6.2439504986038051e-08,2.0049105309376408e-08,5.6585063957786056e-09,5.6350383205560812e-09,2.7260309269370893e-08,6.3005127230411449e-08,1.5564542986265941e-05,9.3514895665353158e-09,6.0640866434501631e-09,5.7049188624094748e-14,1.3216037809849451e-06,6.0932379932772102e-13,2.0284004994794812e-09,3.9437861678014918e-09,9.4431752642022447e-12,1.6084578192497518e-10,2.9443968901958715e-08,3.3945055672305239e-11,2.4171098766640303e-11,8.486347208214748e-11,3.0971001801734308e-17,1.8490245663846814e-10,8.6278730625113677e-11,2.043885237611256e-18,4.0181810658610719e-14,1.163155010671809e-18,1.2376482107962139e-13,4.8442216635349537e-10,2.0109148653725739e-10,9.5555182786839093e-16,8.1633210570019607e-11,1.1501576851480339e-15,2.0712405507256992e-15,7.2410814249931344e-09,1.5597636048137752e-11,6.9468966265064947e-16,7.8077146344540416e-18,5.3244004648688592e-15,3.0819140610825951e-11,2.5034458615005856e-11,2.1940990871057294e-15,2.5574460711144507e-17,9.5133705403278483e-14,8.4725104912323584e-18,1.2827828319940531e-16,8.2892435465745757e-20,1.9121113558399282e-13,7.2348739866023807e-12,1.1094180081937643e-14,8.1071885626861734e-17,3.0327404943408637e-15
1.019166366933677e-07,0.002021091072842179,1.7756241174310836e-12,5.6929179326465403e-09,4.7424076705978563e-12,5.0745229736034698e-08,5.8786440528008638e-06,4.6317263380454049e-06,3.1701615131439386e-26,1.0052924711707785e-27,4.4688150946011685e-20,1.1973775876888451e-13,1.8706148785359617e-18,5.0622431151576564e-12,1.0601637417505695e-12,8.2766013699491096e-20,3.7169958744517423e-18,9.705612365679688e-15,2.9433464107893274e-15,1.1782782365971865e-23,5.2441629071529778e-14,7.8625494541117353e-22,4.199054074628457e-13,8.5502936165546323e-15,1.7248331227959274e-05,1.0803611009379845e-12,1.1099967283915647e-11,9.8350470589636484e-08,1.4735945504898862e-33,1.7011780123319713e-22,9.0422382876187409e-13,1.228196052380341e-14,3.855477847614862e-22,0.88129999999999997,0.0,0.0,0.0,0.0089780805937135603,0.10864210307396194,0.0001000000204790644,3.2372387789159617e-05,0.00027539715495348546,0.00015907905834683527,1.9307423341354209e-10,7.4353808810967824e-05,3.7933295516245626e-10,1.2725975661459668e-06,1.2244409752095125e-12,1.3907805374841419e-14,7.4567877446687946e-05,7.0052473073920491e-05,2.8620556110893036e-05,0.00014203413047130504,6.1876210293275423e-14,1.2879781465515003e-09,1.0568430372186634e-12,1.0924581877501668e-08,3.6673226270653973e-05,6.4889422691881276e-08,2.0838349937870524e-08,5.8963570845758634e-09,5.8808731979844991e-09,2.8973652215311802e-08,6.3218548667083597e-08,1.5856178453461723e-05,9.5265108415517681e-09,6.177582461166557e-09,5.7394046310328451e-14,1.376463205317197e-06,6.4949035230094171e-13,2.0538788592109229e-09,4.1789040379592486e-09,9.5022039491250613e-12,1.6187155763954259e-10,3.0091602460703716e-08,3.4690968814299693e-11,2.4702237532640274e-11,8.6728555108410259e-11,3.1651665557772771e-17,1.955173484794875e-10,9.1234906556277611e-11,2.1612937200140544e-18,4.2488582068792597e-14,1.2299710246491015e-18,1.3142749215840019e-13,5.1444815598289009e-10,2.0612743479160233e-10,9.7946125810272396e-16,8.7462130274360923e-11,1.2322833140830989e-15,2.1230662925512908e-15,7.4909128882778029e-09,1.6624168073996161e-11,7.4039397862311671e-16,8.3215661686076002e-18,5.6746983576427558e-15,3.3241190520557557e-11,2.7351753206352238e-11,2.2863262626072879e-15,2.7941824008967901e-17,1.0527901180834187e-13,9.3758448146787179e-18,1.4195529890676138e-16,9.1732301102493591e-20,2.0815817135361971e-13,7.6668453072192583e-12,1.2097324124583234e-14,8.8457350022100316e-17,3.3402458133396006e-15
1.0321849020072835e-07,0.0020210871908768304,1.8561234538429474e-12,5.8158509302521872e-09,4.7760357332162229e-12,5.2327671337879366e-08,5.9341670056963224e-06,4.7915333647790197e-06,3.5368819577097415e-26,1.052929148704421e-27,4.8435715582342472e-20,1.2623852553910384e-13,2.0235600748132422e-18,5.3084658093475443e-12,1.136425425870938e-12,9.0905737088121828e-20,4.0279111560365807e-18,1.0434628329127047e-14,3.2233699355908227e-15,1.3010032755342522e-23,5.6076343819771058e-14,8.8428736719531536e-22,4.4158522002829152e-13,9.3015978174685563e-15,1.7596259118042248e-05,1.1030493718165228e-12,1.1492382857075948e-11,1.0316554623249558e-07,1.6647756651694567e-33,1.9494748783830581e-22,9.6441133427261599e-13,1.3365177408045777e-14,4.1785463913822531e-22,0.88129999999999997,0.0,0.0,0.0,0.0089671997217232752,0.10863961264153336,0.00010000002235730292,3.2739298811819329e-05,0.00027704270088928435,0.00015958651357035841,1.9422380628233633e-10,7.458958552474032e-05,3.7889573808156793e-10,1.2801748894109665e-06,1.2283236904953921e-12,1.3990615479217882e-14,7.6591860056449045e-05,7.2020144601501988e-05,2.8967450073490398e-05,0.00014501084628971883,6.3611515861080873e-14,1.324283176443708e-09,1.0855635858122942e-12,1.1232585696311533e-08,3.7120256620896201e-05,6.7388112435715512e-08,2.164336770405978e-08,6.1394976478142375e-09,6.132477388917908e-09,3.0762561883877839e-08,6.3421955671172423e-08,1.6147659470448403e-05,9.7014314976551288e-09,6.2910130423706782e-09,5.7731375824036916e-14,1.4326222936497146e-06,6.9158467463449264e-13,2.0793279092418514e-09,4.4238440370569018e-09,9.5600096200697761e-12,1.6287675042083975e-10,3.0743118587506424e-08,3.5441324842994985e-11,2.5236539921856491e-11,8.8604750138273914e-11,3.2336384649666332e-17,2.0657282514612361e-10,9.6396899888482849e-11,2.2835778785550569e-18,4.489109958387756e-14,1.2995617380206472e-18,1.3944082426612594e-13,5.4585003987641426e-10,2.1122393342971142e-10,1.0036573478708405e-15,9.3614718459055109e-11,1.3189692196487395e-15,2.1755133935531959e-15,7.746960995082086e-09,1.7702307926319057e-11,7.8839476007976874e-16,8.8612510528234436e-18,6.0425973891664001e-15,3.582150337035998e-11,2.9845350811356864e-11,2.3806046000829661e-15,3.0489306503776195e-17,1.1634192263361455e-13,1.036085831272351e-17,1.5686899097599016e-16,1.0137169901828648e-19,2.2630381172634988e-13,8.1195947635959724e-12,1.3176416910886117e-14,9.6416872033134779e-17,3.6750674562279918e-15
1.0452034370808901e-07,0.0020210833020163728,1.939927676570629e-12,5.9394953335190543e-09,4.808782667213265e-12,5.3928621586023352e-08,5.9883256637103476e-06,4.9536102201111346e-06,3.939645484200252e-26,1.1016703166837643e-27,5.2441481573021803e-20,1.3297522169969986e-13,2.1867158925367422e-18,5.5640549402864984e-12,1.2170837566370428e-12,9.9728243381186138e-20,4.3605618232392434e-18,1.1208869646169754e-14,3.5257696611720834e-15,1.4342053267456611e-23,5.9902843449816e-14,9.9292546593621607e-22,4.6399194277285527e-13,1.0106171889472648e-14,1.7945277716090262e-05,1.1258181814408322e-12,1.1892494953871929e-11,1.081335373327056e-07,1.8774588851260359e-33,2.2292034755561848e-22,1.0276013587554222e-12,1.4525536716306523e-14,4.5243001880026458e-22,0.88129999999999997,0.0,0.0,0.0,0.0089563427824493735,0.10863711662908357,0.00010000002437051768,3.3105111882013442e-05,0.0002786514768690914,0.00016006952822788734,1.9534754386865538e-10,7.4813918256039257e-05,3.7845950131008684e-10,1.2875819223557903e-06,1.2320179489785734e-12,1.4071564536002649e-14,7.8631938024607546e-05,7.4007487329874708e-05,2.9313896405643909e-05,0.00014800148701125734,6.5364090157476649e-14,1.3609535057185442e-09,1.1145132488082582e-12,1.154327572988317e-08,3.7566773840111672e-05,6.9935214623660651e-08,2.2464042385679825e-08,6.3879008544601253e-09,6.3898269628191595e-09,3.262876720400307e-08,6.3615602929006855e-08,1.6438930261678735e-05,9.8762180272389536e-09,6.4043566580573184e-09,5.8061312176464043e-14,1.4900825519035763e-06,7.35659743310346e-13,2.1047477121038091e-09,4.6788190945658538e-09,9.6166141126636748e-12,1.6386172674633344e-10,3.1398432231985714e-08,3.6196025398554594e-11,2.5773935895708379e-11,9.049181117562326e-11,3.3025069300921047e-17,2.1807897929658682e-10,1.0176942522710661e-10,2.4108493990724987e-18,4.7391556520008051e-14,1.3719907100998713e-18,1.4781428145519459e-13,5.7866502543684369e-10,2.1637935069954244e-10,1.0281323245999623e-15,1.0010323753967824e-10,1.41038817131242e-15,2.2285650060128413e-15,8.0092990440543607e-09,1.8833684180227619e-11,8.3876438540453245e-16,9.4275845036085453e-18,6.4286523007594068e-15,3.8567967891503326e-11,3.2525595312630037e-11,2.4769235406400989e-15,3.3227476441034518e-17,1.2839015293555828e-13,1.1433575900320342e-17,1.7311058103635387e-16,1.1186963108086458e-19,2.4570964557489893e-13,8.5938977866934936e-12,1.4336111738362105e-14,1.0498714249139015e-16,4.0392582974631397e-15
1.0582219721544967e-07,0.0020210794066337157,2.0271401900671598e-12,6.0638341603389046e-09,4.8414325202351425e-12,5.5547664723417317e-08,6.041137941205175e-06,5.1179117100596447e-06,4.3813558356865958e-26,1.1512384036802221e-27,5.6719291824252859e-20,1.3995136088862415e-13,2.3606069515886447e-18,5.829263797686938e-12,1.30233079326121e-12,1.0928085107095794e-19,4.7161606511733507e-18,1.2030611354431627e-14,3.8520072468426771e-15,1.5785703045902807e-23,6.3927749460545295e-14,1.1129900342962657e-21,4.8713389070368221e-13,1.0966826909085372e-14,1.8295334086966798e-05,1.148663824115788e-12,1.2300313301313568e-11,1.1325621739258687e-07,2.1137037064191073e-33,2.5437883232297398e-22,1.0938879330299088e-12,1.576713421402484e-14,4.8940319982980377e-22,0.88129999999999997,0.0,0.0,0.0,0.008945509681862104,0.10863461530001074,0.00010000002652577649,3.3469829881886221e-05,0.00028022409830526761,0.00016052873253275814,1.9644587950061202e-10,7.5027102821545967e-05,3.7802424094889287e-10,1.2948215211774889e-06,1.2355286220983697e-12,1.4150683759644415e-14,8.0687575376932685e-05,7.6014059993148098e-05,2.9659896068498134e-05,0.00015100562600615548,6.7133542772695309e-14,1.397980966521795e-09,1.1436844123047892e-12,1.1856567661677618e-08,3.8012779020486765e-05,7.253035192530855e-08,2.3300251962386593e-08,6.6415370868973082e-09,6.6528951451322329e-09,3.4573982742985111e-08,6.3799741675490103e-08,1.6729936911449375e-05,1.0050838044405097e-08,6.5175923066018045e-09,5.8383989371122056e-14,1.54884501426327e-06,7.8176848540116313e-13,2.1301383301311396e-09,4.9440405478831447e-09,9.6720390992067337e-12,1.6482685032991715e-10,3.2057459872512874e-08,3.6954973896010603e-11,2.6314356679435248e-11,9.2389496663480597e-11,3.3717631355099184e-17,2.3004585471401268e-10,1.0735717407757213e-10,2.5432194201822364e-18,4.9992135571960252e-14,1.4473211887812932e-18,1.5655732757603194e-13,6.1293032125214729e-10,2.2159203998918231e-10,1.0528783456995368e-15,1.0694014081646145e-10,1.5067156279849536e-15,2.282204130442192e-15,8.277998322373908e-09,2.0019933917101267e-11,8.9157560599912644e-16,1.0021385995452006e-17,6.8334206926887752e-15,4.1488718917201587e-11,3.5403235513020099e-11,2.5752715999822627e-15,3.6167315793482614e-17,1.4149521275198864e-13,1.2600359978107248e-17,1.9077640046470588e-16,1.2328840582277335e-19,2.6643904496455406e-13,9.0905499891875638e-12,1.5581280063129129e-14,1.1420668707934783e-16,4.4349965144579606e-15
1.0712405072281032e-07,0.002021075505099016,2.1178655174536058e-12,6.1888519662743104e-09,4.8734627323885005e-12,5.7184387131623664e-08,6.0926225646522688e-06,5.2843924863353325e-06,4.8650728546183568e-26,1.201216860583531e-27,6.1283499714023372e-20,1.4717037637162881e-13,2.545775017748326e-18,6.1043480967742126e-12,1.3923645435483341e-12,1.1961346162846708e-19,5.0959692463069235e-18,1.2902219656757725e-14,4.2036198473717958e-15,1.7348138765377539e-23,6.8157763759815882e-14,1.2452972222539755e-21,5.1101907950753803e-13,1.1886464625738169e-14,1.8646376666338793e-05,1.1715826874961558e-12,1.2715846262200813e-11,1.185353124782679e-07,2.37570574659299e-33,2.8969694893176139e-22,1.1633658135911243e-12,1.7094199311731492e-14,5.2890907839969818e-22,0.88129999999999997,0.0,0.0,0.0,0.0089347003234869979,0.10863210891429538,0.00010000002883037054,3.3833455684491984e-05,0.00028176117694604717,0.00016096474766094811,1.9751924392336715e-10,7.5229430772340657e-05,3.7758995299550242e-10,1.3018965250502839e-06,1.2388605110490405e-12,1.4228004178569709e-14,8.2758243232898378e-05,7.8039424241722403e-05,3.0005450019420062e-05,0.00015402284475581066,6.8919485910696013e-14,1.4353574436798133e-09,1.1730695626922978e-12,1.2172378133668487e-08,3.8458273250487067e-05,7.5173130321729109e-08,2.4151868957247827e-08,6.9003744559683612e-09,6.9216524435379268e-09,3.6599907679279578e-08,6.3974619565199406e-08,1.7020627331188295e-05,1.0225260265410395e-08,6.6306997010974604e-09,5.869954013029541e-14,1.6089102567691276e-06,8.2996374486753491e-13,2.1554998254541852e-09,5.2197180356242371e-09,9.7263060655729127e-12,1.6577248196257539e-10,3.2720119503969892e-08,3.7718075510746637e-11,2.6857734751758141e-11,9.4297569447283375e-11,3.4413984262403786e-17,2.4248344020125107e-10,1.1316481196096297e-10,2.6807984649485441e-18,5.2695007486209612e-14,1.5256160716550385e-18,1.6567941956833694e-13,6.4868311067765963e-10,2.2686034401198908e-10,1.0778875182918672e-15,1.1413806621259759e-10,1.6081296497974146e-15,2.3364136583513128e-15,8.5531280889984367e-09,2.126270145805513e-11,9.469014903721256e-16,1.0643478626841906e-17,7.2574625957279677e-15,4.4592138637787114e-11,3.8489430797719665e-11,2.6756364130168259e-15,3.9320226047165052e-17,1.557325424539664e-13,1.3867922522652963e-17,2.099680735215084e-16,1.3569375637695273e-19,2.8855715900382013e-13,9.610367311607252e-12,1.6917018339521009e-14,1.241159311982453e-16,4.8645914071832098e-15
1.0829571887943491e-07,0.0020210719887609825,2.2026089451841584e-12,6.3019356890142425e-09,4.9015717734658448e-12,5.8672213271485828e-08,6.1378396461675795e-06,5.4360509261465414e-06,5.3390301861776019e-26,1.2487702368065777e-27,6.5648436935533567e-20,1.5387792227761682e-13,2.7225312081420398e-18,6.360580647881968e-12,1.4776561106262396e-12,1.2962311806808646e-19,5.4595792195474179e-18,1.3731334377268937e-14,4.5431004623235187e-15,1.8862051340302631e-23,7.2145745850706568e-14,1.3756966637286027e-21,5.33157605696334e-13,1.2767040485237692e-14,1.8963116666923251e-05,1.1922693442651184e-12,1.3096427768071221e-11,1.23421621400247e-07,2.6354719010746237e-33,3.2511386287767794e-22,1.2287033361322348e-12,1.8365236570818345e-14,5.6674596782901771e-22,0.88129999999999997,0.0,0.0,0.0,0.0089249921190982118,0.10862984905573289,0.00010000003103839399,3.4159787445357126e-05,0.00028311466095176288,0.00016133784043256041,1.9846427518623922e-10,7.5402480951779739e-05,3.7719992186655519e-10,1.3081256309883066e-06,1.2417102605698561e-12,1.4296080053763473e-14,8.4634264201804006e-05,7.9877959177011764e-05,3.0316068279698741e-05,0.00015674918538740893,7.0540615957029697e-14,1.4692880220948157e-09,1.1996930308223222e-12,1.2458692829724018e-08,3.8858782091469786e-05,7.7592025716328109e-08,2.4931388101132092e-08,7.1377469628366631e-09,7.168371740059732e-09,3.8493637870769756e-08,6.4124293347204115e-08,1.728193672685431e-05,1.0382046163617897e-08,6.7323704966681456e-09,5.8977551433626121e-14,1.6640829697356445e-06,8.7516703449084053e-13,2.1783003225145881e-09,5.4769395028676521e-09,9.7741738259462045e-12,1.666071803198608e-10,3.3319551958726618e-08,3.8408340913833079e-11,2.7349248694209297e-11,9.602352360040864e-11,3.5043872808896364e-17,2.5408793108929609e-10,1.185835241475825e-10,2.8091641209147467e-18,5.5216836101536974e-14,1.5986677054700882e-18,1.742211920290549e-13,6.8216311964717872e-10,2.3164799298169537e-10,1.1006142197048274e-15,1.2093546190978133e-10,1.7039004737531188e-15,2.3856757341248718e-15,8.8062985464967838e-09,2.243087884255738e-11,9.9890542385625871e-16,1.1228233634943939e-17,7.6560436270337092e-15,4.7548526132816037e-11,4.1454879429043121e-11,2.7676781744338156e-15,4.2349786559017101e-17,1.6957985665846631e-13,1.5100732838955568e-17,2.2863358242210691e-16,1.4775927644248788e-19,3.0970608394974087e-13,1.0098699935373368e-11,1.820101909880558e-14,1.3365893881644359e-16,5.2821933465216276e-15
1.094673870360595e-07,0.0020210684680018708,2.2903607601879033e-12,6.4155449517086936e-09,4.9295858984350553e-12,6.0173728968460043e-08,6.1820117097345108e-06,5.5894046540609537e-06,5.8521871771307874e-26,1.2960908210628616e-27,7.0268599107688692e-20,1.6078730326333492e-13,2.9092976367188748e-18,6.6252107841815645e-12,1.5671432296356108e-12,1.4034739606120864e-19,5.8448520277608688e-18,1.4604692843825129e-14,4.9056765899671876e-15,2.0483868025893084e-23,7.6310350004190106e-14,1.5176897432210642e-21,5.5590983527735783e-13,1.3700060497947696e-14,1.9280579122328917e-05,1.2130099359334141e-12,1.3483268072944025e-11,1.2843717818672797e-07,2.9198651925942811e-33,3.6429595410855622e-22,1.29677312038345e-12,1.9712310143531342e-14,6.0685485861808116e-22,0.88129999999999997,0.0,0.0,0.0,0.0089153029929381136,0.10862758549343478,0.00010000003337909886,3.4485238927654997e-05,0.00028444028744725318,0.00016169308515325687,1.9938973605985662e-10,7.5567176157180873e-05,3.7681067203960157e-10,1.3142257408454207e-06,1.2444224223499856e-12,1.4362746172683857e-14,8.6521662444899236e-05,8.1731048038666558e-05,3.0626326978081561e-05,0.00015948549428064152,7.2174513115456557e-14,1.5034889481241806e-09,1.2264784984969555e-12,1.2746921531074937e-08,3.9258878729316141e-05,8.0048869878756441e-08,2.5723179906099727e-08,7.3792785971827251e-09,7.4196481606387826e-09,4.0455320876044842e-08,6.4266838726852892e-08,1.7542913768802956e-05,1.0538626085735279e-08,6.8339077312164974e-09,5.9249991892668344e-14,1.7203108437446905e-06,9.2214145703671498e-13,2.2010773253348981e-09,5.7429489432276068e-09,9.8211362121397492e-12,1.6742663794491716e-10,3.3921803445509152e-08,3.9101828268516722e-11,2.7843056874954187e-11,9.7757536138182027e-11,3.5676702270244055e-17,2.6608893150743539e-10,1.2418746137445191e-10,2.9419176338088282e-18,5.7824832641386074e-14,1.6742164255589159e-18,1.8308451203992384e-13,7.1690509476250965e-10,2.3647812675134367e-10,1.1235418696432556e-15,1.2804512633938407e-10,1.8040709596871145e-15,2.435373383101266e-15,9.0647797642179928e-09,2.3647378743364956e-11,1.0530592262348406e-15,1.1837177464173509e-17,8.0711022194130064e-15,5.0666327014215768e-11,4.4607357835143248e-11,2.8613326479073648e-15,4.5570427392517317e-17,1.8446952518461988e-13,1.6426313259513595e-17,2.4870369379622311e-16,1.6073302658415961e-19,3.3208405016984592e-13,1.0607097489910779e-11,1.9566744062530405e-14,1.4382722355083061e-16,5.7310816304582948e-15
