Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693)
1.2871185728411448e-08,0.0021782449452796278,1.1182291695247326e-13,7.1365316216759591e-10,4.6468451320338853e-12,3.2962981328224265e-10,5.7223940957692803e-07,1.4107372806589226e-08,1.1845745104297269e-30,-1.5057626259043744e-28,6.531939328341049e-25,1.9791133327936046e-16,4.1793058201739073e-23,2.1934217444364719e-14,3.9061776972606271e-16,1.4598831200901428e-25,1.7605004479308561e-22,5.0755202417408511e-19,7.1079601629494143e-21,2.6204247970113356e-29,2.012377953820724e-17,3.1940564471329943e-27,1.2490686793127517e-15,1.9482306221555411e-19,1.7010063042383143e-06,1.5503501313885153e-13,1.8310760449607655e-13,5.3058348847128485e-11,1.9149595860466613e-38,1.4728681512581808e-26,4.1765767797372087e-16,2.9267989730936469e-19,2.9190993010704921e-26,0.88129999999999997,0.0,0.0,0.0,0.0096470702115692628,0.10878020275918654,9.9999999978066012e-05,8.6751830719480913e-06,9.5625662433788684e-05,7.2771891501884642e-05,5.0796258195563501e-11,2.1177989595373786e-05,1.4534008723065802e-09,3.3206348639068512e-07,2.9073462871773772e-13,3.0841200033390117e-15,6.9904825318602402e-07,8.7075518887039079e-07,1.3981776748605335e-05,7.2695062507098484e-06,9.4970936295298121e-16,2.4026756316822551e-11,1.9385574720058182e-14,1.6034673413891897e-10,1.9774753113294906e-05,1.7237709422859234e-10,3.1621117965002449e-11,1.1210773817379708e-11,3.8400986356202658e-12,2.6143600484449883e-12,4.4613605048768804e-08,1.6943513444464843e-06,8.1174456221513734e-10,5.1164278864436898e-10,6.2252587432905011e-14,5.331912662910791e-09,1.9492430231928053e-16,1.3254071403609735e-09,6.8195607560929658e-13,7.4713567114823155e-11,2.2271240541350665e-09
1.2998064037364315e-08,0.002178244542752477,1.1399513050891295e-13,7.272725426150445e-10,4.6906741174715637e-12,3.4208757266616972e-10,5.8306845486994794e-07,1.4656626126796951e-08,1.2205810239158327e-30,-2.0006672526235225e-27,6.9946274946189636e-25,2.0535346450160785e-16,4.4698244898659853e-23,2.2569122934257164e-14,4.0689112884834787e-16,1.5729578178695861e-25,1.8624136694386361e-22,5.3521213317814036e-19,7.621328321782394e-21,2.8465723619824081e-29,2.0977722900186306e-17,2.9770301901739834e-27,1.2915750876666915e-15,2.0613217516283409e-19,1.7344024320713989e-06,1.587157381724035e-13,1.894652638559187e-13,5.5672884829289733e-11,1.9859735223689252e-38,1.4732351448551293e-26,4.3502185359736723e-16,3.1017844168835079e-19,3.097056120439145e-26,0.88129999999999997,0.0,0.0,0.0,0.0096446764716937358,0.10877997314836155,9.9999999977431117e-05,8.758669244954349e-06,9.6525405775638894e-05,7.3438408675731152e-05,5.1274102227979595e-11,2.137276624189859e-05,1.4530586317894872e-09,3.3518750680769767e-07,2.9340855184612428e-13,3.113135099138205e-15,7.1933707329611822e-07,8.9323857924326199e-07,1.4117749075171128e-05,7.410352763230781e-06,9.7392855203454061e-16,2.4656449147601673e-11,1.9950252133445962e-14,1.6563760211679057e-10,1.996736927030014e-05,1.7982320893030087e-10,3.3006277911258953e-11,1.1751917683509486e-11,4.0426122531406816e-12,2.7816803547427682e-12,4.5028174725052626e-08,1.727510913312231e-06,8.2762953321274917e-10,5.2165554197945595e-10,6.3075071768548184e-14,5.5425840213962766e-09,2.0386658665357884e-16,1.3394726513960904e-09,7.2044744594384582e-13,7.6147510743782803e-11,2.2703892599187192e-09
1.3124942346317181e-08,0.0021782441407936044,1.1618760368062908e-13,7.4101628789907375e-10,4.7344487151582289e-12,3.5487975558191821e-10,5.9398591359400683e-07,1.5221391617530565e-08,1.2573359046816164e-30,1.4910514446907895e-27,7.4866905041333728e-25,2.1301760974958934e-16,4.7781425984767653e-23,2.3220070557532791e-14,4.2371696348838268e-16,1.6939706501577922e-25,1.9695048801766246e-22,5.6419189950108619e-19,8.1676455902253242e-21,3.0899444476149066e-29,2.186141338123376e-17,2.7705310540762816e-27,1.3352394720375777e-15,2.1800172076600125e-19,1.7681072016406108e-06,1.624409400813467e-13,1.9597146975730327e-13,5.8388187620243028e-11,2.0589422824654493e-38,1.4735907662138705e-26,4.5297372439419413e-16,3.2856830647027575e-19,3.2844767846684305e-26,0.88129999999999997,0.0,0.0,0.0,0.0096422829228935865,0.108779743385317,9.9999999976780162e-05,8.8421161058074916e-06,9.7424175761791115e-05,7.4103822389436883e-05,5.1751427289815813e-11,2.1567218666572037e-05,1.4527164152430627e-09,3.3830813446367894e-07,2.960780240081276e-13,3.142118683848109e-15,7.4000107825995187e-07,9.1608882436878408e-07,1.4253685150350096e-05,7.5524826207069135e-06,9.9853968337362451e-16,2.5296573457644477e-11,2.052542548296627e-14,1.7104292875035517e-10,2.015994014690548e-05,1.8750670468256092e-10,3.4436245957702582e-11,1.2312825012070794e-11,4.2533128854333941e-12,2.9578029387680496e-12,4.5442061219994402e-08,1.7609728041739666e-06,8.4365928371931646e-10,5.3175955844722703e-10,6.3901449329273542e-14,5.7593392727352066e-09,2.1314384190644254e-16,1.3535348674065569e-09,7.6068871550601396e-13,7.7594569178557619e-11,2.3140552508785476e-09
1.3251820655270047e-08,0.002178243739397614,1.1840032104272957e-13,7.5488426045946454e-10,4.7782215874703854e-12,3.6801156254737789e-10,6.0499134187044659e-07,1.5801938851590916e-08,1.2948489261150805e-30,-2.3831155738711267e-27,8.0097639548760623e-25,2.2090898575600158e-16,5.10519747682685e-23,2.38873482670814e-14,4.4111030774543516e-16,1.8234210269691136e-25,2.0820030665415969e-22,5.9454538351665499e-19,8.7487777898882407e-21,3.3516839898894247e-29,2.2775690315236768e-17,2.5872325553451828e-27,1.3800876954702253e-15,2.3045500332170589e-19,1.8021201031855369e-06,1.6621057830773872e-13,2.0262795270171965e-13,6.1207061524045482e-11,2.1339054198325893e-38,1.4739366125943934e-26,4.7152920924767512e-16,3.4788740406586682e-19,3.4817929698368184e-26,0.88129999999999997,0.0,0.0,0.0,0.0096398895698603208,0.10877951346825097,9.9999999976112903e-05,8.9255236647552779e-06,9.8321968861298518e-05,7.4768129561107312e-05,5.2228231505322811e-11,2.1761345973683442e-05,1.4523742233736801e-09,3.4142535709507458e-07,2.9874303290729647e-13,3.1710706435679957e-15,7.6104314365115013e-07,9.3930843949058323e-07,1.4389584977526484e-05,7.6958937483281754e-06,1.02354543962469e-15,2.5947202078788878e-11,2.1111175995759675e-14,1.7656383136554308e-10,2.0352465746890983e-05,1.9543240817270788e-10,3.5911947951605839e-11,1.2893979350164869e-11,4.4724275233853119e-12,3.1430906164520065e-12,4.5855262605835855e-08,1.7947363968567823e-06,8.5983351568269352e-10,5.4195465017231176e-10,6.473171365278681e-14,5.9822893190963162e-09,2.227660289889961e-16,1.3675937878221593e-09,8.0274036273122059e-13,7.9054726497144533e-11,2.3581215428767004e-09
1.3378698964222913e-08,0.002178243338559127,1.2063326519765489e-13,7.6887627488686877e-10,4.8219210064840643e-12,3.8148820762867841e-10,6.1608429391789234e-07,1.6398538882786458e-08,1.3331334654642423e-30,4.5526406317750182e-27,8.5655603931573267e-25,2.2903291509476873e-16,5.4519717340515668e-23,2.4571245377173479e-14,4.5908653171387631e-16,1.9618345104604168e-25,2.2001457075191365e-22,6.2632843802725912e-19,9.3666825032379281e-21,3.6329991276294528e-29,2.3721412681228555e-17,2.3928591797477019e-27,1.426146136663116e-15,2.4351597800620695e-19,1.8364406255147798e-06,1.7002461088824926e-13,2.094364402543643e-13,6.4132358235574337e-11,2.2109035450649241e-38,1.4742736778878814e-26,4.907045806705102e-16,3.6817496762127388e-19,3.6894525407609798e-26,0.88129999999999997,0.0,0.0,0.0,0.0096374964172719711,0.1087792833953721,9.9999999975429016e-05,9.008891932084701e-06,9.9218781560309836e-05,7.5431327131398999e-05,5.2704513007830011e-11,2.1955147274123004e-05,1.4520320568856938e-09,3.4453916249769281e-07,3.0140356633779754e-13,3.1999908649484795e-15,7.8246612809548081e-07,9.6289992909868482e-07,1.4525448560150633e-05,7.8405840673164463e-06,1.048948491929502e-15,2.6608407535558424e-11,2.1707584423913892e-14,1.8220142183309851e-10,2.0544946074126963e-05,2.0360518411122244e-10,3.743431721226918e-11,1.3495869768044715e-11,4.7001863202770506e-12,3.3379169733491751e-12,4.6267776968802082e-08,1.8288010689678768e-06,8.7615192998815491e-10,5.52240628609517e-10,6.5565858246775438e-14,6.2115458512895585e-09,2.3274334254556101e-16,1.3816494121693791e-09,8.4666429488690998e-13,8.0527966730966719e-11,2.4025876503668883e-09
1.350557727317578e-08,0.002178242938272783,1.2288642600233346e-13,7.829922924064671e-10,4.8656979866783215e-12,3.9531491786376704e-10,6.2726432154108441e-07,1.7011464220646357e-08,1.372201432075748e-30,-7.7484841147035981e-27,9.1558721457203745e-25,2.3739482782581732e-16,5.81948030151979e-23,2.5272052564329069e-14,4.7766134815320928e-16,2.1097684117543745e-25,2.3241790106216569e-22,6.5959874929185864e-19,1.002341282776615e-20,3.9351663349562033e-29,2.469945951143821e-17,2.2553580008658794e-27,1.4734416974527626e-15,2.572097246683115e-19,1.8710682560163634e-06,1.738829944885676e-13,2.1639865698987282e-13,6.7166977066474269e-11,2.2899786817892895e-38,1.474603619388688e-26,5.1051647178495281e-16,3.8947158827964856e-19,3.9079200001848751e-26,0.88129999999999997,0.0,0.0,0.0,0.0096351034697928391,0.10877905316490027,9.9999999974728201e-05,9.092220918121865e-06,0.00010011461036231281,7.6093412063552257e-05,5.3180269939874928e-11,2.2148621685391096e-05,1.4516899164814024e-09,3.4764953852752152e-07,3.0405961218454328e-13,3.228879235199106e-15,8.0427287324254644e-07,9.8686578688908645e-07,1.4661275901738788e-05,7.9865514949579734e-06,1.0747514998740695e-15,2.7280262043978483e-11,2.2314731043614695e-14,1.879568065423838e-10,2.0737381132573731e-05,2.120299348219363e-10,3.9004294451680356e-11,1.4118990822975235e-11,4.9368225776393046e-12,3.5426665531665761e-12,4.667960240912202e-08,1.8631661959133612e-06,8.9261422646644439e-10,5.6261730454889877e-10,6.6403876652193085e-14,6.447221342347667e-09,2.4308621567048913e-16,1.3957017400610988e-09,8.9252386556506801e-13,8.2014273867764434e-11,2.4474530864141404e-09
1.3632455582128646e-08,0.002178242538533248,1.2515978246669869e-13,7.9723204013705818e-10,4.9092738018807477e-12,4.094969326694308e-10,6.3853097519597836e-07,1.7640988805430645e-08,1.4120687582414422e-30,1.4158269077430006e-26,9.7825742079795446e-25,2.4600026423216648e-16,6.2087998689146607e-23,2.5990061766330934e-14,4.9685081920149204e-16,2.2678048067212214e-25,2.4543581494470563e-22,6.9441587801483002e-19,1.0721121219616788e-20,4.2595336602124645e-29,2.5710730302514205e-17,2.054149981656999e-27,1.522001810772735e-15,2.7156160381181505e-19,1.9060024806680459e-06,1.777856844736862e-13,2.2351632444113975e-13,7.0313865163671568e-11,2.3711746892299966e-38,1.4749276546242114e-26,5.3098188334742136e-16,4.118192530186514e-19,4.1376769411725363e-26,0.88129999999999997,0.0,0.0,0.0,0.009632710732073807,0.10877882277506552,9.9999999974010174e-05,9.1755106332318444e-06,0.00010100945178780299,7.6754381343420848e-05,5.3655500453027601e-11,2.2341768331607011e-05,1.4513478028610923e-09,3.507564730996347e-07,3.0671115842331116e-13,3.2577356420782027e-15,8.2646620373856123e-07,1.0112084957242527e-06,1.4797067005872914e-05,8.1337939446353094e-06,1.1009571114464287e-15,2.7962837510418323e-11,2.2932695654330214e-14,1.9383108637643174e-10,2.0929770926281308e-05,2.2071159983536361e-10,4.0622827695768717e-11,1.4763842522811432e-11,5.1825727307223399e-12,3.7577350450801871e-12,4.7090737041047971e-08,1.8978311509149277e-06,9.0922010390177178e-10,5.7308448812080456e-10,6.724576232447617e-14,6.6894290411616668e-09,2.5380532468495852e-16,1.4097507711877804e-09,9.4038389197518777e-13,8.3513631846748449e-11,2.4927173626816214e-09
1.3759333891081512e-08,0.0021782421393351883,1.2745333425913596e-13,8.1159567501563499e-10,4.9531564156928693e-12,4.2403950329741697e-10,6.4988380213833448e-07,1.8287387982882094e-08,1.452741384073645e-30,-2.7067374436983951e-26,1.0447627200587808e-24,2.5485487549380597e-16,6.6210175981376027e-23,2.672556626778417e-14,5.1667136322079347e-16,2.4365672374653824e-25,2.5909475059721224e-22,7.3084130092091027e-19,1.1462063476129475e-20,4.60752410900759e-29,2.6756145435400024e-17,2.0251061820873331e-27,1.5718544475301482e-15,2.8659887492784426e-19,1.9412427840477146e-06,1.8173263490188157e-13,2.3079116104894046e-13,7.3576017724752557e-11,2.4545356157158764e-38,1.4752485022983035e-26,5.521181909086179e-16,4.3526138357857595e-19,4.379222508716215e-26,0.88129999999999997,0.0,0.0,0.0,0.0096303182087516086,0.10877859222410996,9.9999999973274665e-05,9.2587610878185686e-06,0.00010190330237499333,7.7414231979503642e-05,5.4130202708267795e-11,2.2534586343517781e-05,1.4510057167229293e-09,3.5385995419055738e-07,3.0935819312086571e-13,3.286559973914835e-15,8.4904892719966829e-07,1.0359305275938014e-06,1.4932821876200491e-05,8.2823093258597682e-06,1.1275679629949259e-15,2.8656205530438742e-11,2.3561557578011947e-14,1.998253566876438e-10,2.1122115459389163e-05,2.2965515547877202e-10,4.2290872205021299e-11,1.5430930288823833e-11,5.4376763334386177e-12,3.9835294727465538e-12,4.7501178992875027e-08,1.932795305026644e-06,9.2596926003984981e-10,5.8364198880093918e-10,6.8091508855050371e-14,6.938282966063811e-09,2.6491159401171443e-16,1.4237965053095033e-09,9.9031067231903699e-13,8.502602456840337e-11,2.5383799894765422e-09
1.3886212200034378e-08,0.0021782417406733235,1.2976706751492149e-13,8.2608305699094047e-10,4.9968314972856475e-12,4.3894789367837647e-10,6.6132234873635474e-07,1.8950938660386103e-08,1.4942444776527487e-30,-1.0548497662511576e-26,1.1153091927923696e-24,2.6396444264226036e-16,7.0573115668359375e-23,2.7478860699437937e-14,5.3713981007160986e-16,2.6167057258145396e-25,2.7342221747659743e-22,7.6893871074967962e-19,1.2248617135280138e-20,4.9806490868506056e-29,2.7836649434984748e-17,2.0083045037810261e-27,1.6230281945730401e-15,3.0234867327142201e-19,1.9767886491615115e-06,1.8572379850964769e-13,2.3822488169730686e-13,7.6956484573710899e-11,2.5401083429884705e-38,1.4755744952039201e-26,5.739432029221408e-16,4.5984307179703317e-19,4.6330762464707324e-26,0.88129999999999997,0.0,0.0,0.0,0.009627925904447698,0.10877836151028672,9.9999999972521362e-05,9.3419722923297757e-06,0.00010279615868142046,7.8072961005957721e-05,5.4604374876839188e-11,2.2727074859379774e-05,1.4506636587627917e-09,3.569599698439997e-07,3.1200070444706053e-13,3.3153521196620647e-15,8.7202383193960277e-07,1.0610343421382984e-06,1.5068540516442916e-05,8.4320955437998208e-06,1.1545866776518144e-15,2.9360437346494575e-11,2.4201395595317544e-14,2.0594070654091922e-10,2.1314414736137661e-05,2.388656192389272e-10,4.4009391332528004e-11,1.6120765623433982e-11,5.7023764505409024e-12,4.2204699054299003e-12,4.7910926408812512e-08,1.9680580268692551e-06,9.4286139146063343e-10,5.9428961533014325e-10,6.894110964115641e-14,7.1938979988635576e-09,2.7641623485995841e-16,1.4378389422565389e-09,1.0423722011599572e-12,8.6551435875591315e-11,2.5844404755409335e-09
1.4013090508987245e-08,0.0021782413425423626,1.3210095742482314e-13,8.4069381806981651e-10,5.0403344724088458e-12,4.5422737633663938e-10,6.728461594633683e-07,1.9631918854787567e-08,1.5365870186391312e-30,-2.1146952341450425e-27,1.1901105786550427e-24,2.7333484286258356e-16,7.518888629190074e-23,2.8250240626361422e-14,5.5827329746095927e-16,2.8089018014471401e-25,2.8844653404299138e-22,8.0877346356072042e-19,1.308325331420102e-20,5.3804887400339526e-29,2.8953204912567092e-17,1.9430970586390642e-27,1.675552095797805e-15,3.1883916639459451e-19,2.0126395578819627e-06,1.8975912702851242e-13,2.4581919862579077e-13,8.0458355579850817e-11,2.6279408550825084e-38,1.4759092369213128e-26,5.9647505164596734e-16,4.8561067347967145e-19,4.8997731084964417e-26,0.88129999999999997,0.0,0.0,0.0,0.0096255338237723181,0.10877813063185811,9.9999999971749992e-05,9.425144257244993e-06,0.00010368801727874528,7.8730565475670832e-05,5.507801513748566e-11,2.2919233022931688e-05,1.4503216296748761e-09,3.6005650815266058e-07,3.1463868064701174e-13,3.344111968727953e-15,8.9539369217623815e-07,1.0865223899548572e-06,1.5204222930375237e-05,8.5831505004954963e-06,1.1820158688625274e-15,3.0075603942460887e-11,2.4852288091564323e-14,2.1217822039329126e-10,2.1506668760840427e-05,2.4834803812859406e-10,4.5779354239006986e-11,1.6833864417499461e-11,5.9769186872806885e-12,4.4689861378248656e-12,4.8319977444686733e-08,2.003618683309349e-06,9.5989619390365489e-10,6.0502717591947397e-10,6.979455817478464e-14,7.456389643276049e-09,2.8833067320172838e-16,1.4518780819031559e-09,1.0966377291225447e-12,8.8089849577041389e-11,2.630898328477258e-09
1.4139968817940111e-08,0.002178240944937022,1.3445497566261405e-13,8.5542751469213579e-10,5.0837342020978316e-12,4.6988323319075528e-10,6.8445477708703331e-07,2.0330607813192776e-08,1.5797699564889724e-30,1.6061520840331526e-26,1.2693894262952826e-24,2.8297206208225212e-16,8.0070021039862024e-23,2.9040002694337106e-14,5.8008931128670644e-16,3.0138696128245139e-25,3.0419693747616299e-22,8.5041280400990957e-19,1.39685500714423e-20,5.8087032189735995e-29,3.010679495033828e-17,1.7567425014652718e-27,1.7294557185010441e-15,3.3609934223201906e-19,2.0487949908151218e-06,1.9383857110150968e-13,2.535758210909149e-13,8.408476560267949e-11,2.7180788300507191e-38,1.4762460811998808e-26,6.1973223555278936e-16,5.1261198128943747e-19,5.1798655928511594e-26,0.88129999999999997,0.0,0.0,0.0,0.009623141971322937,0.10877789958709658,9.9999999970960219e-05,9.5082769930793144e-06,0.00010457887475467027,7.9387042462547791e-05,5.5551121677470304e-11,2.3111059984064597e-05,1.4499796301514661e-09,3.6314955726492845e-07,3.1727211005029571e-13,3.3728394110377871e-15,9.1916126630935837e-07,1.1123971114799642e-06,1.5339869121832561e-05,8.735472094494028e-06,1.2098581391921027e-15,3.0801776011822069e-11,2.5514313008414751e-14,2.1853897752729497e-10,2.169887753789302e-05,2.5810749207051366e-10,4.7601736560691069e-11,1.7570747465011131e-11,6.2615514898480052e-12,4.7295189653786257e-12,4.8728330269357136e-08,2.0394766392549258e-06,9.7707336217005942e-10,6.1585447818845119e-10,7.0651847946884735e-14,7.7258740966626194e-09,3.0066657797886577e-16,1.4659139241709847e-09,1.1531779232545471e-12,8.9641249441585178e-11,2.6777530546286268e-09
1.4266847126892977e-08,0.0021782405478521167,1.3682911611116425e-13,8.7028415191629468e-10,5.1272909062305709e-12,4.8592075751753378e-10,6.9614774154742221e-07,2.1047286318237705e-08,1.6238185384298886e-30,3.884424521343745e-27,1.3533797050469889e-24,2.9288222587907423e-16,8.5229439619361489e-23,2.9848444985262749e-14,6.0260578661125433e-16,3.2323723429362532e-25,3.2070385611329418e-22,8.9392641011034243e-19,1.4907225888924012e-20,6.2670570596578424e-29,3.1298429057923557e-17,1.582527917774917e-27,1.7847692944322834e-15,3.5415987216500657e-19,2.0852544269725965e-06,1.9796208012888334e-13,2.6149645452210605e-13,8.7838906732625551e-11,2.8105694180418885e-38,1.4765799941358622e-26,6.4373372548277738e-16,5.4089665470354951e-19,5.4739288935257681e-26,0.88129999999999997,0.0,0.0,0.0,0.0096207503516802361,0.10877766837428797,9.9999999970151797e-05,9.5913705103928032e-06,0.00010546872771781399,8.0042389067159597e-05,5.6023692695170086e-11,2.3302554900471667e-05,1.449637660882329e-09,3.6623910540183482e-07,3.1990098109359752e-13,3.4015343371915474e-15,9.4332929266757429e-07,1.1386609342369475e-06,1.5475479094725938e-05,8.8890582199481182e-06,1.2381160773959459e-15,3.1539023878726922e-11,2.6187547724532485e-14,2.2502405064261867e-10,2.1891041071794658e-05,2.6814910228644056e-10,4.9477522058272448e-11,1.8331941734143136e-11,6.5565268882725778e-12,5.002523317541843e-12,4.913598306822388e-08,2.075631257148032e-06,9.9439258987981694e-10,6.2677132901201189e-10,7.1512972474537887e-14,8.0024684298108265e-09,3.1343593173749283e-16,1.4799464690363117e-09,1.2120652637235037e-12,9.1205619188874245e-11,2.7250041587882945e-09
1.4393725435845844e-08,0.0021782401512823553,1.3922336861576678e-13,8.8526364389430768e-10,5.1707537774116981e-12,5.0234525057766423e-10,7.0792459176553417e-07,2.1782236287244822e-08,1.6687562564050074e-30,2.0625680618256768e-26,1.4423244497531568e-24,3.0307156868623078e-16,9.0680736569904988e-23,3.0675866553825536e-14,6.258410066283405e-16,3.4652026822780283e-25,3.3799864895284222e-22,9.393858536350187e-19,1.5902110312659523e-20,6.7573988445824062e-29,3.2529137248314825e-17,1.3524746687657795e-27,1.8415235712832059e-15,3.7305176843966287e-19,2.1220173441689801e-06,2.021296025719515e-13,2.6958280140528419e-13,9.1724014640924223e-11,2.9054650242175007e-38,1.476907117240709e-26,6.6849885834393289e-16,5.7051581268067732e-19,5.78255596953975e-26,0.88129999999999997,0.0,0.0,0.0,0.0096183589694125403,0.10877743699172711,9.9999999969324361e-05,9.674424819779441e-06,0.0001063575727922697,8.0696602410313827e-05,5.6495726397175127e-11,2.3493716935770723e-05,1.4492957225553811e-09,3.693251408381465e-07,3.2252528229493661e-13,3.430196638288292e-15,9.679004943406906e-07,1.1653162759194485e-06,1.5611052853023743e-05,9.043906767716116e-06,1.2667922616868597e-15,3.2287417586304042e-11,2.6872069191092725e-14,2.316345074287942e-10,2.2083159367122782e-05,2.7847802084411333e-10,5.1407700562903532e-11,1.911797882927863e-11,6.8620996100156367e-12,5.2884650442683076e-12,4.9542934039238611e-08,2.1120818975807634e-06,1.0118535697662201e-09,6.3777753470615249e-10,7.2377925178012539e-14,8.2862903678918319e-09,3.2665096029724152e-16,1.493975716511879e-09,1.2733736233366795e-12,9.278294249637663e-11,2.7726511445592231e-09
1.452060374479871e-08,0.0021782397552225774,1.4163774327836637e-13,9.0036632399912452e-10,5.2145939119066321e-12,5.1916202261814441e-10,7.1978486362144098e-07,2.2535740963048139e-08,1.7145965905944661e-30,-3.4207277384969649e-26,1.5364777550189566e-24,3.1354645501171841e-16,9.643770026982555e-23,3.1522567668419155e-14,6.4981367563922793e-16,3.7132064592910995e-25,3.5611380660116833e-22,9.8686499669565336e-19,1.6956169679761141e-20,7.2816806990640994e-29,3.379997435815962e-17,1.3943178469368065e-27,1.8997499126141026e-15,3.9280815120644309e-19,2.1590832188060841e-06,2.0634108577318278e-13,2.7783656068768362e-13,9.5743376983278726e-11,3.0028208435235629e-38,1.4772332625992166e-26,6.9404741379957959e-16,6.0152235340085379e-19,6.1063613559357195e-26,0.88129999999999997,0.0,0.0,0.0,0.0096159678290728828,0.10877720543772162,9.9999999968477667e-05,9.7574399318734215e-06,0.0001072454066210887,8.1349679636897159e-05,5.6967221000153128e-11,2.3684545260624987e-05,1.448953815856245e-09,3.7240765191445289e-07,3.2514500226905298e-13,3.4588262060384219e-15,9.9287757628541604e-07,1.1923655425043755e-06,1.5746590400762287e-05,9.2000156247712607e-06,1.2958892577585533e-15,3.3047026842536148e-11,2.7567953850542106e-14,2.3837140959972497e-10,2.2275232428547535e-05,2.8909943608349677e-10,5.3393269044176746e-11,1.9929395827195478e-11,7.1785275722191677e-12,5.5878231587450606e-12,4.9949181395289174e-08,2.1488279189620743e-06,1.0294559935171378e-09,6.4887290092785547e-10,7.3246699600343771e-14,8.5774584081337631e-09,3.4032418393573174e-16,1.5080016666498054e-09,1.3371785468524606e-12,9.4373203001379815e-11,2.8206935141652558e-09
1.4647482053751576e-08,0.002178239359667625,1.4407222509446261e-13,9.1559198652233306e-10,5.2580144365258448e-12,5.3637639247863886e-10,7.3172809287245131e-07,2.3308084932949335e-08,1.7613700896644917e-30,6.0823320836747969e-27,1.6361055508693779e-24,3.24313389102748e-16,1.0251534951292199e-22,3.238884963994844e-14,6.7454294399873669e-16,3.9772599937475892e-25,3.7508302568790245e-22,1.0364401263742983e-18,1.8072518241069686e-20,7.8419666262721079e-29,3.5112021543317582e-17,1.3927376533807599e-27,1.9594803255488945e-15,4.1346163519297254e-19,2.1964515258342519e-06,2.1059647605481514e-13,2.8625942759978858e-13,9.99003355309352e-11,3.1026960603013047e-38,1.4775749956156581e-26,7.2039964043379776e-16,6.3397107626598326e-19,6.4459825514110783e-26,0.88129999999999997,0.0,0.0,0.0,0.0096135769351993888,0.10877697371058921,9.9999999967611362e-05,9.8404158573504515e-06,0.00010813222586605462,8.2001617916780924e-05,5.743817473071681e-11,2.3875039053008722e-05,1.4486119414683113e-09,3.754866270364667e-07,3.2776012973105349e-13,3.4874229327571876e-15,1.0182632246360748e-06,1.2198111277807564e-06,1.5882091742048106e-05,9.3573826740989013e-06,1.3254096182431829e-15,3.3817921006653616e-11,2.8275277617207661e-14,2.452358126496399e-10,2.2467260260834846e-05,3.000185734384663e-10,5.5435231772320661e-11,2.0766735427012193e-11,7.5060719763942792e-12,5.9010905514610964e-12,5.0354723364765419e-08,2.1858686774583201e-06,1.047199551745715e-09,6.6005723265663091e-10,7.4119289048111982e-14,8.8760918406463159e-09,3.5446843518622068e-16,1.522024319538551e-09,1.4035573333426549e-12,9.5976384284996816e-11,2.8691307683575972e-09
1.4774360362704442e-08,0.002178238964612278,1.465267877923338e-13,9.309401969687785e-10,5.3014233903469386e-12,5.5399368544590809e-10,7.4375381275539715e-07,2.4099553855581181e-08,1.8090730169532707e-30,-8.0031427402037582e-27,1.7414838885771471e-24,3.3537898996231476e-16,1.0892884009807324e-22,3.3275014631475089e-14,7.0004833498325092e-16,4.2582884727935933e-25,3.9494101854073971e-22,1.0881895642279132e-18,1.9254396324913153e-20,8.4404177206467939e-29,3.6466381985816859e-17,1.3931245414665695e-27,2.0207473547609539e-15,4.3504668921961396e-19,2.2341217390279467e-06,2.1489571878489918e-13,2.9485309429205874e-13,1.0419827651336784e-10,3.2051478844911701e-38,1.4779318271915873e-26,7.4757617880888266e-16,6.6791838391156685e-19,6.8020764303899202e-26,0.88129999999999997,0.0,0.0,0.0,0.009611186292317676,0.1087767418086584,9.999999996672519e-05,9.9233526069200412e-06,0.00010901802720453613,8.2652414440301082e-05,5.7908585823758826e-11,2.4065197496886525e-05,1.4482701000730953e-09,3.7856205466392974e-07,3.3037065347828125e-13,3.5159867112616489e-15,1.0440601101047937e-06,1.2476554155261153e-06,1.6017556881044905e-05,9.5160057954577925e-06,1.355355885059997e-15,3.4600169151558503e-11,2.8994115972664463e-14,2.522287669661562e-10,2.265924286882864e-05,3.1124068822938456e-10,5.7534598902567203e-11,2.1630544882317875e-11,7.8449966906443557e-12,6.2287716754735505e-12,5.0759558188751013e-08,2.2232035274204417e-06,1.0650839341954265e-09,6.7133033432375962e-10,7.4995687040544796e-14,9.1823105964895634e-09,3.690968079724667e-16,1.5360436752930309e-09,1.4725887353758496e-12,9.7592469896728775e-11,2.917962406692658e-09
